Date,State,County,Species,Strain
06/06/2022,Minnesota,Cass,American white pelican,EA/AM H5N1
06/06/2022,Minnesota,Cass,American white pelican,EA H5N1
06/06/2022,Minnesota,Cass,Ring-billed gull,EA/AM H5N1
06/06/2022,Minnesota,Cass,Caspian tern,EA/AM H5N1
06/06/2022,Minnesota,Cass,Caspian tern,EA/AM H5N1
06/06/2022,Minnesota,Cass,Double-crested cormorant,EA/AM H5N1
06/06/2022,Pennsylvania,Dauphin,Black vulture,EA/AM H5N1
06/06/2022,Pennsylvania,Dauphin,Black vulture,EA/AM H5N1
06/06/2022,Wyoming,Sublette,Eared grebe,EA H5N1
06/06/2022,Alaska,Aleutians East,Brant,EA H5N1
06/06/2022,Alaska,Aleutians East,Glaucous gull,EA/AM H5N1
06/06/2022,Alaska,Matanuska-Susitna,Red-necked grebe,EA/AM H5N1
06/06/2022,Idaho,Ada,Harris's hawk,EA/AM H5N1
06/06/2022,New York,Franklin,Bald eagle,EA/AM H5N1
06/06/2022,Washington,Franklin,Gull (unidentified),EA/AM H5N1
06/06/2022,Washington,Whatcom,Bald eagle,EA H5N1
06/04/2022,Florida,Orange,Black vulture,EA/AM H5N1
06/04/2022,Idaho,Ada,Canada goose,EA/AM H5N1
06/04/2022,Minnesota,Houston,Bald eagle,EA/AM H5N1
06/03/2022,Wyoming,Sublette,Horned grebe,EA H5N1
06/03/2022,Wyoming,Sublette,Horned grebe,EA H5N1
06/03/2022,Minnesota,Nicollet,American white pelican,EA/AM H5N1
06/03/2022,Pennsylvania,Montgomery,Black vulture,EA/AM H5N1
06/03/2022,Pennsylvania,Montgomery,Black vulture,EA/AM H5N1
06/03/2022,Alaska,Sitka,Bald eagle,EA H5
06/02/2022,Wisconsin,Door,Caspian tern,EA/AM H5N1
06/02/2022,Wisconsin,Door,Caspian tern,EA/AM H5N1
06/02/2022,Wisconsin,Door,Caspian tern,EA/AM H5N1
06/02/2022,Wisconsin,Door,Caspian tern,EA/AM H5N1
06/02/2022,Wisconsin,Door,Caspian tern,EA/AM H5N1
06/02/2022,Alaska,Aleutians West,Bald eagle,EA H5N1
06/02/2022,New York,Orange,Bald eagle,EA/AM H5N1
06/02/2022,Georgia,Chatham,Black vulture,EA/AM H5N1
06/01/2022,Florida,Seminole,Muscovy duck,EA H5N1
06/01/2022,Alaska,Anchorage,Bald eagle,EA/AM H5N1
06/01/2022,New York,Saratoga,Bald eagle,EA H5N1
06/01/2022,New York,Rensselaer,Bald eagle,EA H5N1
06/01/2022,Wisconsin,Door,Double-crested cormorant,EA/AM H5N1
06/01/2022,Wisconsin,Door,Double-crested cormorant,EA/AM H5N1
05/31/2022,Alaska,Valdez-Cordova,Bald eagle,EA H5N1
05/31/2022,Idaho,Ada,Canada goose,EA H5N1
05/31/2022,Idaho,Ada,Canada goose,EA/AM H5N1
05/31/2022,New York,Chautauqua,Bald eagle,EA H5N1
05/31/2022,Georgia,Toombs,Black vulture,EA/AM H5N1
05/31/2022,Georgia,Toombs,Black vulture,EA/AM H5N1
05/31/2022,Georgia,Toombs,Black vulture,EA/AM H5N1
05/31/2022,Alaska,Nome,Glaucous gull,EA/AM H5N1
05/29/2022,Washington,King,Canada goose,EA/AM H5N1
05/28/2022,Florida,Brevard,Black vulture,EA/AM H5N1
05/28/2022,Washington,Snohomish,Canada goose,EA H5N1
05/27/2022,Alaska,Anchorage,Snow goose,EA/AM H5N1
05/27/2022,Alaska,Valdez-Cordova,Brant,EA/AM H5N1
05/27/2022,Washington,King,Canada goose,EA/AM H5N1
05/27/2022,Montana,Gallatin,Great horned owl,EA/AM H5N1
05/26/2022,Minnesota,Cass,Wood duck,EA H5N1
05/26/2022,Minnesota,Cass,Wood duck,EA H5N1
05/26/2022,Washington,Benton,Canada goose,EA/AM H5N1
05/26/2022,Washington,Benton,Canada goose,EA/AM H5N1
05/26/2022,Oregon,Umatilla,Bald eagle,EA/AM H5N1
05/26/2022,Oregon,Harney,Great horned owl,EA/AM H5N1
05/25/2022,Minnesota,Cook,Bald eagle,EA/AM H5N1
05/25/2022,DC,District of Columbia,Mallard,EA/AM H5N1
05/25/2022,DC,District of Columbia,Mallard,EA H5N1
05/25/2022,Michigan,Ontonagon,American white pelican,EA H5N1
05/25/2022,Florida,Brevard,Black vulture,EA/AM H5N1
05/25/2022,Oregon,Lane,Turkey vulture,EA H5N1
05/25/2022,Indiana,Allen,Great horned owl,EA/AM H5N1
05/25/2022,Indiana,Allen,Red-tailed hawk,EA/AM H5N1
05/25/2022,Pennsylvania,Bucks,Black vulture,EA/AM H5N1
05/25/2022,Minnesota,Otter Tail,Great horned owl,EA H5N1
05/25/2022,Wisconsin,Pierce,Bald eagle,EA/AM H5N1
05/24/2022,Wisconsin,Dodge,American white pelican,EA H5N1
05/24/2022,Wisconsin,Dodge,Double-crested cormorant,EA H5N1
05/24/2022,New Jersey,Salem,Black vulture,EA/AM H5N1
05/24/2022,New Jersey,Salem,Black vulture,EA/AM H5N1
05/24/2022,New Jersey,Salem,Black vulture,EA/AM H5N1
05/24/2022,New Jersey,Salem,Black vulture,EA/AM H5N1
05/24/2022,New Jersey,Salem,Black vulture,EA/AM H5N1
05/24/2022,Wisconsin,Door,Caspian tern,EA/AM H5N1
05/24/2022,Wisconsin,Door,Caspian tern,EA/AM H5N1
05/24/2022,Wisconsin,Door,Double-crested cormorant,EA/AM H5N1
05/24/2022,Wisconsin,Door,Double-crested cormorant,EA H5N1
05/24/2022,Florida,Collier,Bald eagle,EA/AM H5N1
05/24/2022,Maryland,Howard,Black vulture,EA/AM H5N1
05/24/2022,Maryland,Howard,Black vulture,EA/AM H5N1
05/24/2022,Indiana,Allen,Red-tailed hawk,EA/AM H5N1
05/24/2022,Kansas,Lyon,Bald eagle,EA H5N1
05/24/2022,Pennsylvania,Columbia,Bald eagle,EA H5N1
05/24/2022,Colorado,Larimer,Great horned owl,EA/AM H5N1
05/23/2022,Arizona,Maricopa,Neotropic cormorant,EA/AM H5N1
05/23/2022,Arizona,Maricopa,Neotropic cormorant,EA/AM H5N1
05/23/2022,Arizona,Maricopa,Neotropic cormorant,EA H5N1
05/23/2022,Washington,King,Canada goose,EA H5N1
05/23/2022,Washington,King,Canada goose,EA H5N1
05/23/2022,Montana,Mineral,Turkey vulture,EA H5N1
05/23/2022,Montana,Custer,Wood duck,EA H5N1
05/23/2022,Pennsylvania,Franklin,Canada goose,EA H5N1
05/23/2022,Pennsylvania,Franklin,Canada goose,EA H5N1
05/23/2022,Pennsylvania,Franklin,Canada goose,EA H5N1
05/23/2022,Washington,King,Canada goose,EA/AM H5N1
05/23/2022,Minnesota,Hennepin,Peregrine falcon,EA/AM H5N1
05/23/2022,Minnesota,Hennepin,Red-tailed hawk,EA/AM H5N1
05/23/2022,Minnesota,Olmsted,Red-tailed hawk,EA/AM H5N1
05/23/2022,Minnesota,Hennepin,Red-tailed hawk,EA/AM H5N1
05/23/2022,Minnesota,Hennepin,Red-tailed hawk,EA H5N1
05/23/2022,South Dakota,Codington,Bald eagle,EA H5N1
05/22/2022,Alaska,Sitka,Bald eagle,EA/AM H5N1
05/22/2022,Washington,King,Mallard,EA H5N1
05/22/2022,Washington,King,Mallard,EA H5N1
05/22/2022,Washington,King,Mallard,EA H5N1
05/22/2022,Washington,King,Mallard,EA H5N1
05/22/2022,Washington,King,Canada goose,EA H5N1
05/22/2022,Washington,Benton,Canada goose,EA/AM H5N1
05/22/2022,Wyoming,Teton,Red-tailed hawk,EA/AM H5N1
05/22/2022,Minnesota,Rice,American kestrel,EA H5
05/22/2022,Minnesota,Washington,Red-tailed hawk,EA H5N1
05/22/2022,Pennsylvania,Wayne,Bald eagle,EA H5N1
05/21/2022,Alaska,Sitka,Bald eagle,EA/AM H5N1
05/21/2022,Florida,Brevard,Black vulture,EA/AM H5N1
05/20/2022,Alaska,Juneau,Northern harrier,EA H5N1
05/20/2022,Alaska,Kenai Peninsula,Bald eagle,EA H5N1
05/20/2022,Alaska,Kenai Peninsula,Bald eagle,EA H5N1
05/20/2022,Illinois,Cook,Double-crested cormorant,EA/AM H5N1
05/20/2022,Illinois,Cook,Double-crested cormorant,EA/AM H5N1
05/20/2022,Michigan,Gogebic,Bald eagle,EA H5N1
05/20/2022,Florida,Orange,Black vulture,EA/AM H5N1
05/19/2022,Minnesota,Beltrami,Common goldeneye,EA/AM H5N1
05/19/2022,Minnesota,Beltrami,Common raven,EA/AM H5N1
05/19/2022,Minnesota,Beltrami,Barred owl,EA/AM H5N1
05/19/2022,Minnesota,Beltrami,Great horned owl,EA/AM H5N1
05/19/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/19/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/19/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/19/2022,Alaska,Fairbanks North Star,Canada goose,EA H5N1
05/19/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/19/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/19/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/19/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/19/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/19/2022,Illinois,Cook,Double-crested cormorant,EA/AM H5N1
05/19/2022,Michigan,Mackinac,Herring gull,EA/AM H5N1
05/19/2022,Michigan,Mackinac,Herring gull,EA H5N1
05/19/2022,Michigan,Charlevoix,Mallard,EA H5N1
05/19/2022,Idaho,Fremont,Swainson's hawk,EA/AM H5N1
05/19/2022,Idaho,Madison,Red-tailed hawk,EA/AM H5N1
05/19/2022,Idaho,Jefferson,Red-tailed hawk,EA/AM H5N1
05/19/2022,Idaho,Madison,Great horned owl,EA/AM H5N1
05/19/2022,New York,Monroe,Turkey vulture,EA/AM H5N1
05/19/2022,New York,Erie,Turkey vulture,EA/AM H5N1
05/19/2022,Washington,King,Canada goose,EA/AM H5N1
05/19/2022,Washington,Spokane,Bald eagle,EA H5N1
05/19/2022,Washington,Spokane,Common raven,EA H5N1
05/19/2022,Maryland,Anne Arundel,Black vulture,EA/AM H5N1
05/19/2022,Minnesota,Carver,Red-tailed hawk,EA H5N1
05/19/2022,Idaho,Ada,Swainson's hawk,EA/AM H5N1
05/18/2022,Alaska,Sitka,Bald eagle,EA/AM H5N1
05/18/2022,Alaska,Anchorage,Canada goose,EA H5N1
05/18/2022,Wyoming,Sublette,Common loon,EA/AM H5N1
05/18/2022,Wyoming,Teton,Red-tailed hawk,EA/AM H5N1
05/18/2022,Florida,Orange,Black vulture,EA/AM H5N1
05/18/2022,Florida,Orange,Black vulture,EA/AM H5N1
05/18/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/18/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/18/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/18/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/18/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/18/2022,Utah,Carbon,Canada goose,EA/AM H5N1
05/18/2022,Utah,Cache,Turkey vulture,EA/AM H5N1
05/18/2022,Washington,King,Canada goose,EA/AM H5N1
05/18/2022,Washington,King,Canada goose,EA/AM H5N1
05/18/2022,Washington,Snohomish,Mallard,EA H5N1
05/18/2022,Washington,Snohomish,Canada goose,EA/AM H5N1
05/18/2022,Minnesota,Sherburne,Bald eagle,EA H5N1
05/18/2022,Minnesota,Sherburne,Bald eagle,EA/AM H5N1
05/18/2022,Alaska,Ketchikan Gateway,Bald eagle,EA H5N1
05/17/2022,North Dakota,Stutsman,American white pelican,EA/AM H5N1
05/17/2022,North Dakota,Stark,Turkey vulture,EA/AM H5N1
05/17/2022,North Dakota,Stutsman,American white pelican,EA/AM H5N1
05/17/2022,North Dakota,Hettinger,Canada goose,EA H5N1
05/17/2022,North Dakota,Hettinger,Canada goose,EA/AM H5N1
05/17/2022,North Dakota,Stutsman,Snowy egret,EA H5N1
05/17/2022,North Dakota,Stutsman,Double-crested cormorant,EA/AM H5N1
05/17/2022,Minnesota,Douglas,Barred owl,EA/AM H5N1
05/17/2022,Colorado,Jefferson,Canada goose,EA/AM H5N1
05/17/2022,Michigan,Eaton,American crow,EA/AM H5N1
05/17/2022,Idaho,Bear Lake,Mallard,EA/AM H5N1
05/17/2022,Oregon,Lane,Red-tailed hawk,EA H5N1
05/17/2022,Minnesota,Washington,Red-tailed hawk,EA H5N1
05/17/2022,Minnesota,Carver,Great horned owl,EA H5N1
05/16/2022,New Jersey,Monmouth,Black vulture,EA/AM H5N1
05/16/2022,Illinois,McLean,Canada goose,EA/AM H5N1
05/16/2022,Illinois,McLean,Canada goose,EA/AM H5N1
05/16/2022,Alaska,Anchorage,Canada goose,EA H5N1
05/16/2022,Michigan,Osceola,Bald eagle,EA/AM H5N1
05/16/2022,Oregon,Lane,Canada goose,EA H5N1
05/16/2022,Oregon,Lane,Canada goose,EA/AM H5N1
05/16/2022,Utah,Salt Lake,Owl (unidentified),EA H5N1
05/16/2022,Utah,Carbon,American white pelican,EA H5N1
05/16/2022,Utah,Carbon,American white pelican,EA/AM H5N1
05/16/2022,Utah,Cache,Turkey vulture,EA/AM H5N1
05/16/2022,Montana,Ravalli,Hawk (unidentified),EA/AM H5N1
05/16/2022,Montana,Ravalli,Canada goose,EA/AM H5N1
05/16/2022,Montana,Gallatin,Common raven,EA/AM H5N1
05/16/2022,Montana,Gallatin,Hawk (unidentified),EA/AM H5N1
05/16/2022,Minnesota,Dakota,Mallard,EA H5N1
05/16/2022,Wisconsin,Trempealeau,Bald eagle,EA H5N1
05/16/2022,Minnesota,Goodhue,Bald eagle,EA H5N1
05/16/2022,Idaho,Bonneville,Bald eagle,EA H5N1
05/15/2022,Florida,Brevard,Black vulture,EA/AM H5N1
05/15/2022,Florida,Orange,Black vulture,EA/AM H5N1
05/14/2022,Alaska,Sitka,Bald eagle,EA/AM H5N1
05/14/2022,Minnesota,Olmsted,Bald eagle,EA/AM H5N1
05/14/2022,Minnesota,Hennepin,Red-tailed hawk,EA/AM H5N1
05/13/2022,Utah,Utah,Owl (unidentified),EA H5N1
05/13/2022,Utah,Utah,Owl (unidentified),EA H5N1
05/13/2022,Minnesota,Kittson,Bald eagle,EA/AM H5N1
05/13/2022,Washington,Asotin,Canada goose,EA/AM H5N1
05/13/2022,Michigan,Grand Traverse,Redhead duck,EA/AM H5N1
05/13/2022,Alaska,Sitka,Bald eagle,EA H5N1
05/13/2022,New York,Orange,Bald eagle,EA/AM H5N1
05/13/2022,New York,Suffolk,Red-tailed hawk,EA H5N1
05/13/2022,New York,Rockland,Bald eagle,EA H5N1
05/13/2022,New York,Chautauqua,Bald eagle,EA/AM H5N1
05/12/2022,North Dakota,Morton,Great horned owl,EA/AM H5N1
05/12/2022,North Dakota,Towner,American crow,EA/AM H5N1
05/12/2022,North Dakota,Towner,American crow,EA/AM H5N1
05/12/2022,North Dakota,Towner,American crow,EA/AM H5N1
05/12/2022,North Dakota,Towner,American crow,EA/AM H5N1
05/12/2022,North Dakota,Towner,American crow,EA/AM H5N1
05/12/2022,North Dakota,Grant,Red-tailed hawk,EA/AM H5N1
05/12/2022,North Dakota,Ramsey,American kestrel,EA/AM H5N1
05/12/2022,North Dakota,Benson,Rough-legged hawk,EA/AM H5N1
05/12/2022,North Dakota,Pierce,Bald eagle,EA/AM H5N1
05/12/2022,North Dakota,Towner,Bald eagle,EA H5N1
05/12/2022,North Dakota,Benson,Red-tailed hawk,EA/AM H5N1
05/12/2022,North Dakota,Stutsman,Broad-winged hawk,EA/AM H5N1
05/12/2022,Indiana,Lake,Double-crested cormorant,EA/AM H5N1
05/12/2022,Colorado,Mesa,Great horned owl,EA/AM H5N1
05/12/2022,Colorado,Mesa,Great horned owl,EA/AM H5N1
05/12/2022,Alaska,Haines,Bald eagle,EA H5N1
05/12/2022,Washington,Asotin,Great horned owl,EA/AM H5N1
05/12/2022,Michigan,Grand Traverse,Bald eagle,EA H5N1
05/12/2022,Michigan,Iosco,Bald eagle,EA H5N1
05/12/2022,Idaho,Ada,Western screech owl,EA/AM H5N1
05/12/2022,Wyoming,Sublette,Red-tailed hawk,EA/AM H5N1
05/12/2022,Wyoming,Sublette,Red-tailed hawk,EA/AM H5N1
05/12/2022,Pennsylvania,Lancaster,Black vulture,EA/AM H5N1
05/12/2022,Pennsylvania,Lancaster,Black vulture,EA/AM H5N1
05/12/2022,Pennsylvania,Lancaster,Turkey vulture,EA H5N1
05/12/2022,Florida,Seminole,Red-shouldered hawk,EA H5N1
05/12/2022,Minnesota,Anoka,Great horned owl,EA/AM H5N1
05/12/2022,Minnesota,Anoka,Great horned owl,EA/AM H5N1
05/12/2022,Minnesota,Todd,Great horned owl,EA/AM H5N1
05/12/2022,North Dakota,Steele,Red-tailed hawk,EA H5N1
05/11/2022,Vermont,Orange,Bald eagle,EA H5N1
05/11/2022,South Dakota,Brown,Turkey vulture,EA/AM H5N1
05/11/2022,New York,Washington,Bald eagle,EA H5N1
05/11/2022,Florida,Brevard,Black vulture,EA/AM H5N1
05/11/2022,Oregon,Lane,Canada goose,EA H5N1
05/11/2022,Oregon,Lane,Canada goose,EA H5N1
05/11/2022,Alaska,Aleutians West,Bald eagle,EA H5N1
05/11/2022,Alaska,Aleutians West,Bald eagle,EA H5N1
05/11/2022,Washington,Snohomish,Peregrine falcon,EA H5N1
05/11/2022,Washington,Skagit,Red-tailed hawk,EA H5N1
05/11/2022,Idaho,Canyon,Red-tailed hawk,EA/AM H5N1
05/11/2022,Idaho,Ada,Canada goose,EA/AM H5N1
05/11/2022,Idaho,Ada,Canada goose,EA/AM H5N1
05/11/2022,Wyoming,Platte,Turkey vulture,EA/AM H5N1
05/11/2022,Iowa,Buchanan,Great horned owl,EA/AM H5N1
05/11/2022,Utah,Cache,Owl (unidentified),EA/AM H5N1
05/11/2022,Utah,Cache,Hawk (unidentified),EA/AM H5N1
05/11/2022,Utah,Cache,Owl (unidentified),EA/AM H5N1
05/11/2022,Utah,Cache,Hawk (unidentified),EA/AM H5N1
05/11/2022,Utah,Cache,Hawk (unidentified),EA/AM H5N1
05/11/2022,Washington,Island,Bald eagle,EA H5N1
05/11/2022,Florida,Hillsborough,Muscovy duck,EA/AM H5N1
05/11/2022,Pennsylvania,York,Bald eagle,EA H5N1
05/11/2022,Minnesota,Le Sueur,Bald eagle,EA/AM H5N1
05/11/2022,Michigan,Eaton,Bald eagle,EA H5N1
05/10/2022,Wyoming,Park,Peregrine falcon,EA/AM H5N1
05/10/2022,Wisconsin,Rock,Red-tailed hawk,EA/AM H5N1
05/10/2022,South Carolina,Charleston,Black vulture,EA/AM H5N1
05/10/2022,South Carolina,Charleston,Black vulture,EA/AM H5N1
05/10/2022,New Hampshire,Merrimack,Bald eagle,EA H5N1
05/10/2022,New Hampshire,Sullivan,Bald eagle,EA/AM H5N1
05/10/2022,Oregon,Lane,Canada goose,EA H5N1
05/10/2022,Idaho,Ada,Canada goose,EA/AM H5N1
05/10/2022,South Dakota,Brown,Bald eagle,EA/AM H5N1
05/10/2022,Wyoming,Teton,Sharp-shinned hawk,EA H5N1
05/10/2022,Washington,San Juan,Bald eagle,EA H5N1
05/10/2022,Utah,Weber,Goose (unidentified),EA/AM H5N1
05/10/2022,Michigan,Manistee,Bald eagle,EA/AM H5N1
05/10/2022,Michigan,Mason,Bald eagle,EA/AM H5N1
05/10/2022,Michigan,Roscommon,Bald eagle,EA/AM H5N1
05/10/2022,Oregon,Clackamas,Red-tailed hawk,EA H5N1
05/10/2022,South Carolina,Charleston,Black vulture,EA/AM H5N1
05/10/2022,South Carolina,Charleston,Black vulture,EA/AM H5N1
05/10/2022,South Carolina,Charleston,Black vulture,EA/AM H5N1
05/10/2022,Pennsylvania,Crawford,Wood duck,EA/AM H5N1
05/10/2022,Minnesota,Anoka,Great horned owl,EA H5N1
05/10/2022,Minnesota,Ramsey,Great horned owl,EA/AM H5N1
05/10/2022,Minnesota,Hennepin,Turkey vulture,EA H5N1
05/10/2022,Minnesota,Washington,Great horned owl,EA/AM H5N1
05/10/2022,Minnesota,Ramsey,American crow,EA H5N1
05/10/2022,Minnesota,Nicollet,Great horned owl,EA H5N1
05/10/2022,Minnesota,Ramsey,Barred owl,EA/AM H5N1
05/10/2022,Minnesota,Hennepin,Barred owl,EA/AM H5N1
05/10/2022,Minnesota,Chisago,Great horned owl,EA/AM H5N1
05/10/2022,Wisconsin,Sawyer,Bald eagle,EA/AM H5N1
05/10/2022,Wisconsin,Door,Bald eagle,EA H5N1
05/09/2022,South Carolina,Charleston,Black vulture,EA H5N1
05/09/2022,South Carolina,Charleston,Black vulture,EA/AM H5N1
05/09/2022,Illinois,Cook,Mallard,EA H5N1
05/09/2022,Idaho,Payette,Great horned owl,EA/AM H5N1
05/09/2022,Idaho,Teton,Great blue heron,EA/AM H5N1
05/09/2022,Idaho,Caribou,Canada goose,EA/AM H5N1
05/09/2022,Idaho,Caribou,Canada goose,EA/AM H5N1
05/09/2022,Idaho,Ada,Duck (unidentified),EA/AM H5N1
05/09/2022,Montana,Silver Bow,Great horned owl,EA/AM H5N1
05/09/2022,Montana,Deer Lodge,Bald eagle,EA/AM H5N1
05/09/2022,Montana,Teton,American white pelican,EA/AM H5N1
05/09/2022,Montana,Teton,Red-tailed hawk,EA/AM H5N1
05/09/2022,Montana,Teton,Red-tailed hawk,EA/AM H5N1
05/09/2022,Montana,Lake,Trumpeter swan,EA/AM H5N1
05/09/2022,Wyoming,Park,Sandhill crane,EA/AM H5N1
05/09/2022,Alaska,Anchorage,Bald eagle,EA/AM H5N1
05/09/2022,Michigan,Grand Traverse,Bald eagle,EA H5N1
05/09/2022,Alaska,Anchorage,Bald eagle,EA/AM H5N1
05/09/2022,Alaska,Sitka,Bald eagle,EA H5N1
05/09/2022,Wyoming,Sublette,Red-tailed hawk,EA H5N1
05/09/2022,Utah,Weber,Great horned owl,EA/AM H5N1
05/09/2022,Utah,Cache,Great horned owl,EA/AM H5N1
05/09/2022,Michigan,Grand Traverse,Red-tailed hawk,EA/AM H5N1
05/09/2022,Idaho,Ada,Canada goose,EA/AM H5N1
05/09/2022,Idaho,Ada,Great horned owl,EA/AM H5N1
05/09/2022,Wisconsin,Dunn,Bald eagle,EA/AM H5N1
05/09/2022,Minnesota,Hennepin,Broad-winged hawk,EA/AM H5N1
05/09/2022,Minnesota,Anoka,Great horned owl,EA/AM H5N1
05/09/2022,Minnesota,Washington,Bald eagle,EA/AM H5N1
05/09/2022,Minnesota,Anoka,Great horned owl,EA/AM H5N1
05/09/2022,Minnesota,Anoka,Great horned owl,EA/AM H5N1
05/09/2022,Minnesota,Hennepin,Great horned owl,EA/AM H5N1
05/09/2022,Minnesota,Washington,Great horned owl,EA/AM H5N1
05/09/2022,Minnesota,Hennepin,Great horned owl,EA H5N1
05/09/2022,Minnesota,Meeker,Red-tailed hawk,EA/AM H5N1
05/09/2022,Minnesota,Polk,Red-tailed hawk,EA/AM H5N1
05/09/2022,Minnesota,Winona,Red-tailed hawk,EA/AM H5N1
05/09/2022,Minnesota,Ramsey,Great horned owl,EA/AM H5N1
05/09/2022,Minnesota,Ramsey,Wood duck,EA/AM H5N1
05/09/2022,Minnesota,Chisago,Great horned owl,EA/AM H5N1
05/09/2022,Minnesota,Chisago,Cooper's hawk,EA/AM H5N1
05/09/2022,Minnesota,Hennepin,Red-tailed hawk,EA/AM H5N1
05/09/2022,Minnesota,Anoka,Great horned owl,EA/AM H5N1
05/09/2022,Minnesota,Washington,Great horned owl,EA/AM H5N1
05/09/2022,Minnesota,Isanti,Red-tailed hawk,EA/AM H5N1
05/08/2022,Wisconsin,Door,Bald eagle,EA/AM H5N1
05/08/2022,Michigan,Charlevoix,Bald eagle,EA/AM H5N1
05/08/2022,Wisconsin,Brown,Bald eagle,EA H5N1
05/08/2022,Wisconsin,Door,Bald eagle,EA H5N1
05/07/2022,New York,Monroe,Peregrine Falcon,EA/AM H5N1
05/07/2022,Michigan,Kalamazoo,Red-tailed hawk,EA/AM H5N1
05/07/2022,Minnesota,Ramsey,Wood duck,EA H5N1
05/07/2022,Minnesota,Hennepin,Wood duck,EA/AM H5N1
05/06/2022,Washington,Grant,Snow goose,EA H5N1
05/06/2022,Montana,Teton,Great horned owl,EA/AM H5N1
05/06/2022,Montana,Teton,Great horned owl,EA/AM H5N1
05/06/2022,Montana,Cascade,Great horned owl,EA/AM H5N1
05/06/2022,Montana,Broadwater,Snow goose,EA/AM H5N1
05/06/2022,Michigan,Berrien,Bald eagle,EA/AM H5N1
05/06/2022,Michigan,Alpena,Red-winged blackbird,EA H5N1
05/06/2022,New York,Suffolk,Gull (unidentified),EA H5N1
05/06/2022,Washington,Pierce,Mallard,EA/AM H5N1
05/06/2022,Minnesota,Cass,Eagle (unidentified),EA/AM H5N1
05/06/2022,Minnesota,Mille Lacs,Common raven,EA H5N1
05/06/2022,Minnesota,Hennepin,Wood duck,EA/AM H5N1
05/06/2022,South Dakota,Brown,Bald eagle,EA H5N1
05/06/2022,Wisconsin,Sheboygan,Bald eagle,EA/AM H5N1
05/05/2022,Alaska,Anchorage,Canada goose,EA/AM H5N1
05/05/2022,North Dakota,Bottineau,Red-tailed hawk,EA/AM H5N1
05/05/2022,North Dakota,Stutsman,Sharp-shinned hawk,EA/AM H5N1
05/05/2022,North Dakota,Bottineau,Red-tailed hawk,EA/AM H5N1
05/05/2022,North Dakota,Stutsman,American crow,EA/AM H5N1
05/05/2022,North Dakota,Stutsman,American crow,EA/AM H5N1
05/05/2022,North Dakota,Stutsman,Cooper's hawk,EA/AM H5N1
05/05/2022,North Dakota,Bottineau,Red-tailed hawk,EA H5N1
05/05/2022,North Dakota,Bottineau,Great horned owl,EA/AM H5N1
05/05/2022,North Dakota,Burleigh,Turkey vulture,EA/AM H5N1
05/05/2022,Minnesota,Freeborn,Barred owl,EA/AM H5N1
05/05/2022,Minnesota,Steele,Great horned owl,EA/AM H5N1
05/05/2022,Minnesota,Steele,Great horned owl,EA/AM H5N1
05/05/2022,North Dakota,Stark,Red-tailed hawk,EA H5N1
05/05/2022,Minnesota,Winona,Red-tailed hawk,EA H5N1
05/05/2022,Minnesota,Winona,American crow,EA H5N1
05/05/2022,Minnesota,Winona,Wood duck,EA/AM H5N1
05/05/2022,Vermont,Addison,Wood duck,EA/AM H5N1
05/05/2022,South Dakota,Brown,Bald eagle,EA/AM H5N1
05/05/2022,South Dakota,Brown,Bald eagle,EA/AM H5N1
05/05/2022,Idaho,Bonneville,Turkey vulture,EA/AM H5N1
05/05/2022,Idaho,Jefferson,Trumpeter swan,EA H5
05/05/2022,Idaho,Teton,Canada goose,EA/AM H5N1
05/05/2022,Idaho,Teton,Canada goose,EA/AM H5N1
05/05/2022,Idaho,Teton,Canada goose,EA/AM H5N1
05/05/2022,Idaho,Madison,Great horned owl,EA/AM H5N1
05/05/2022,New York,Oswego,Red-tailed hawk,EA/AM H5N1
05/05/2022,Utah,Cache,Owl (unidentified),EA/AM H5N1
